parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
1.0,9,51925,0,13368,30.151116362053802,29.756070329045563,4.7720027955150925,78.44899902931289,0.006214449023797289,0.005415678024291992,0.0007748603820800781,0.04793977737426758
1.7782794100389228,9,57069,0,8224,30.060397003092763,29.827863902021218,5.156861591369999,70.27689334152019,0.0038290559097655563,0.0027327537536621094,0.000759124755859375,0.0463411808013916
3.1622776601683795,9,60729,0,4564,29.958187278904138,29.845316063358222,7.878114795378793,55.06682128458403,0.0024170055810472336,0.0014863014221191406,0.0007586479187011719,0.03891181945800781
5.623413251903491,9,63563,0,1730,29.90881230849052,29.7784803429199,10.239339423702457,66.68694672792176,0.0013805922906462605,0.0008168220520019531,0.0007550716400146484,0.012328386306762695
10.0,9,64572,0,721,29.94059098701477,29.77573084465522,7.397851396374626,68.81289319117055,0.0010428564153181212,0.0008101463317871094,0.0007562637329101562,0.01029062271118164
17.78279410038923,9,65002,0,291,29.85641787681813,29.678020386586653,3.748059676450875,60.5361811453681,0.0008974490786113891,0.0008082389831542969,0.0007555484771728516,0.008907079696655273
31.622776601683793,7,65147,2,146,30.04720731344355,29.7035566701552,3.8292881814596638,65.50964310343508,0.0008561163230813574,0.0008077621459960938,0.0007193088531494141,0.006576061248779297
56.23413251903491,5,65243,4,50,29.88144766407745,29.64572265189679,7.188189077033694,67.33333205369483,0.0008260494893344146,0.0008068084716796875,0.0007202625274658203,0.006193399429321289
100.0,2,65279,7,14,30.06764094159047,29.7035566701552,7.397851396374626,67.33333205369483,0.0008144810928767586,0.0008063316345214844,0.0007147789001464844,0.0017728805541992188
177.82794100389228,2,65289,7,4,30.04276078059713,29.700903016240456,7.397851396374626,67.33333205418721,0.0008137839789007571,0.0008063316345214844,0.0007107257843017578,0.001603841781616211
316.22776601683796,0,65293,9,0,30.10978158391824,29.703556671297072,7.397851396374626,114.91769622186945,0.0008176780743686287,0.0008068084716796875,0.0007097721099853516,0.005896806716918945
562.341325190349,0,65293,9,0,30.10978158391824,29.703556671297072,7.397851396374626,114.91769622186945,0.0008091161709091595,0.0008058547973632812,0.0007071495056152344,0.0013763904571533203
1000.0,0,65293,9,0,30.10978158391824,29.703556671297072,7.397851396374626,114.91769622186945,0.000805411780031705,0.0008058547973632812,0.0007135868072509766,0.0012259483337402344
