parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
1.0,114,38388,1,12245,29.84418558942637,30.02394013815298,10.300190655602696,65.05131867244594,0.007245776121465009,0.0068798065185546875,0.0007877349853515625,0.02184581756591797
1.7782794100389228,114,42286,1,8347,30.018361960850232,30.243659680738766,10.846140785340769,68.77548757050278,0.0048336192627041995,0.003913402557373047,0.0007672309875488281,0.019310951232910156
3.1622776601683795,114,46095,1,4538,30.307499570523994,30.549939652203584,10.798239568926858,65.0696944824296,0.0028289143401797456,0.0019135475158691406,0.0007581710815429688,0.018639087677001953
5.623413251903491,114,48802,1,1831,30.658628027885683,30.84788308002037,6.428695986441319,67.82048762256552,0.0015347992603210912,0.0010676383972167969,0.000759124755859375,0.011624336242675781
10.0,114,49899,1,734,30.97336825691625,31.014149088090416,11.379663403997684,83.75846998609097,0.0010898785321741655,0.0008113384246826172,0.0007572174072265625,0.011828899383544922
17.78279410038923,114,50261,1,372,31.462282501115553,31.231217503830536,4.7561624317964375,84.16478450350948,0.0009551026061585148,0.0008029937744140625,0.0007565021514892578,0.010980606079101562
31.622776601683793,106,50470,9,163,32.03278114116666,31.525990716655187,3.9449332873943694,78.34860696413526,0.0008950461186012974,0.0008006095886230469,0.000759124755859375,0.012247800827026367
56.23413251903491,89,50571,26,62,32.76307225487296,31.905895543984933,3.065024814853485,88.09451615288984,0.0008458909283006476,0.0007984638214111328,0.00075531005859375,0.010514259338378906
100.0,52,50620,63,13,33.42461348159186,32.07682682618268,3.065424398361792,88.0945163198627,0.0008189739289503147,0.0007979869842529297,0.0007567405700683594,0.003643512725830078
177.82794100389228,24,50625,91,8,33.954705718788,32.19645090908453,3.0702270654421184,116.26644090446054,0.0008138182833920958,0.0007977485656738281,0.0007574558258056641,0.005911111831665039
316.22776601683796,7,50633,108,0,34.423685484383846,32.25037650259176,3.087851379439941,187.0092901711172,0.0008063381608308716,0.0007975101470947266,0.0007545948028564453,0.006161212921142578
562.341325190349,4,50633,111,0,34.51120906418313,32.24647549281208,3.087851379439941,187.00929017132245,0.0007992150412788902,0.0007965564727783203,0.0007555484771728516,0.0013659000396728516
1000.0,3,50633,112,0,34.58861109188436,32.24647549281208,3.087851379439941,187.00929017132245,0.0008052810375677963,0.0007967948913574219,0.0007565021514892578,0.012483358383178711
