parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
1.0,91,31946,0,9355,31.30021201108093,31.330874087178568,6.997996883157257,52.68180633848699,0.0075299217935910325,0.0073271989822387695,0.0007812976837158203,0.017701148986816406
1.7782794100389228,91,35297,0,6004,31.17531140628672,31.281247812612037,7.361718413671126,52.88455174238615,0.004747448907337589,0.004275321960449219,0.0007643699645996094,0.01646256446838379
3.1622776601683795,91,38394,0,2907,30.908797051473616,31.01838606104179,10.890880749072238,50.265829800293666,0.0025862565140731884,0.00201261043548584,0.0007688999176025391,0.01339411735534668
5.623413251903491,91,40148,0,1153,30.638165996908334,30.894714255200263,7.908421787678644,50.393400753291345,0.0014907957471437716,0.0011205673217773438,0.000762939453125,0.012675046920776367
10.0,91,40916,0,385,30.37928720395438,30.575932198131994,8.1355522303489,54.36870212045122,0.0010610549245781968,0.0008355379104614258,0.0007679462432861328,0.009510993957519531
17.78279410038923,91,41170,0,131,30.33416904401602,30.575932198198252,5.110804691070849,55.18651329349294,0.00092454892560623,0.0008255243301391602,0.0007622241973876953,0.004811286926269531
31.622776601683793,91,41239,0,62,30.257913664908163,30.580361277407683,1.9274601835360234,55.18651329349294,0.0008908363844543359,0.0008234977722167969,0.0007600784301757812,0.0019328594207763672
56.23413251903491,80,41275,11,26,30.06926143789053,30.470556956254022,1.927460185515471,57.91321646831574,0.0008758839960052047,0.0008227825164794922,0.0007669925689697266,0.005600929260253906
100.0,9,41297,82,4,29.568486636807865,30.23331868068418,1.927507559902379,71.14127675659086,0.0008426694762148264,0.0008227825164794922,0.0007581710815429688,0.005964517593383789
177.82794100389228,0,41301,91,0,29.4746975982947,30.18997945145556,1.927507559567701,71.14127675659086,0.000828829643606947,0.0008208751678466797,0.0007603168487548828,0.0011658668518066406
316.22776601683796,0,41301,91,0,29.4746975982947,30.18997945145556,1.927507559567701,71.14127675659086,0.0008286630587354423,0.0008213520050048828,0.0007555484771728516,0.0010690689086914062
562.341325190349,0,41301,91,0,29.4746975982947,30.18997945145556,1.927507559567701,71.14127675659086,0.0008264889817245557,0.0008206367492675781,0.0007584095001220703,0.0012543201446533203
1000.0,0,41301,91,0,29.4746975982947,30.18997945145556,1.927507559567701,71.14127675659086,0.0008258521075395082,0.000820159912109375,0.0007607936859130859,0.0009405612945556641
