parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
1.0,3,38479,0,14963,31.873334320123643,31.99045273116748,5.205407723318778,63.72499232720108,0.008058779992555318,0.0082855224609375,0.0008020401000976562,0.05152320861816406
1.7782794100389228,3,43275,0,10167,31.606762635014483,31.74922704465105,5.174005157765209,63.87875545927414,0.005552217960357666,0.004789233207702637,0.0007491111755371094,0.022456645965576172
3.1622776601683795,3,48728,0,4714,31.230491462873548,31.307193175789223,10.762526123108888,44.89043327591127,0.0027895217192800423,0.0015014410018920898,0.0006158351898193359,0.01889324188232422
5.623413251903491,3,51766,0,1676,31.08371849019237,31.138117666570498,12.39261465840502,47.51033727696046,0.0014871451729222347,0.0008459091186523438,0.0006077289581298828,0.015678882598876953
10.0,3,52893,0,549,30.943097671868678,31.06618977631347,12.34933454065379,50.605920817533764,0.0010351317807247764,0.0008145570755004883,0.0005815029144287109,0.011984825134277344
17.78279410038923,2,53302,1,140,30.913662053993868,31.029725039646877,9.5036828944419,56.27629544525384,0.0008871892878883764,0.0008039474487304688,0.0005826950073242188,0.006032466888427734
31.622776601683793,2,53414,1,28,30.89645274098395,31.01560395632886,3.9090792652678026,62.914951563850956,0.0008502721786499024,0.0008008480072021484,0.0005846023559570312,0.006470203399658203
56.23413251903491,2,53437,1,5,30.89191096665051,30.999714386178105,3.9090792652678026,62.9149515633521,0.0008460868032355058,0.0008001327514648438,0.0005884170532226562,0.008519172668457031
100.0,1,53441,2,1,30.888589730265814,30.999714386178105,3.9090792652678026,62.914951563102676,0.0008319789484927529,0.0007987022399902344,0.0005819797515869141,0.0018031597137451172
177.82794100389228,1,53442,2,0,30.900646868963232,31.014272188686032,3.9090792652678026,62.914951563102676,0.0008418455876802143,0.0007991790771484375,0.0005848407745361328,0.0059773921966552734
316.22776601683796,1,53442,2,0,30.900646868963232,31.014272188686032,3.9090792652678026,62.914951563102676,0.000833104786119963,0.0007991790771484375,0.0005831718444824219,0.002361774444580078
562.341325190349,1,53442,2,0,30.900646868963232,31.014272188686032,3.9090792652678026,62.914951563102676,0.0008339198012101023,0.0007994174957275391,0.0005812644958496094,0.007280588150024414
1000.0,1,53442,2,0,30.900646868963232,31.014272188686032,3.9090792652678026,62.914951563102676,0.0008293070291218005,0.0007991790771484375,0.0005848407745361328,0.005469560623168945
