parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
0,0,53338,252,0,31.942044118697495,30.651304221741167,1.7019771934766121,100.67704562526039,8.214957893954511e-06,8.106231689453125e-06,4.76837158203125e-07,0.00011014938354492188
