parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
1.0,9,6267,5,3239,50.45962880334341,32.77426742464614,18.444490092191007,1791.8574314508537,0.014614981318277025,0.014670610427856445,0.0034749507904052734,0.025273561477661133
1.7782794100389228,9,6915,5,2591,47.22640118423093,32.72924530608675,21.4829446945308,1289.1966115233527,0.011282748646206327,0.011327147483825684,0.0017654895782470703,0.0226290225982666
3.1622776601683795,9,7761,5,1745,46.71737451100886,31.93542221689468,19.815440524750684,1302.2207633446833,0.0076250121707007994,0.0068056583404541016,0.0010483264923095703,0.022615671157836914
5.623413251903491,9,8835,5,671,48.22579663621934,31.633613858089795,19.369281945737164,1325.1225349236825,0.003371149774581667,0.0018662214279174805,0.0007877349853515625,0.019923686981201172
10.0,9,9177,5,329,47.83090928148647,31.635695072101573,15.406550545635447,1328.1933499156896,0.0020950190604679167,0.0009120702743530273,0.0007600784301757812,0.018866300582885742
17.78279410038923,8,9281,6,225,46.39964318288074,31.622843903109818,15.406159500335576,1328.1908602186334,0.0017221011812724764,0.0008981227874755859,0.0007550716400146484,0.01624751091003418
31.622776601683793,8,9321,6,185,46.37315478621152,31.6142476694628,15.520534932421722,1328.1908602186334,0.0015737310288444397,0.0008974075317382812,0.0007565021514892578,0.0162355899810791
56.23413251903491,7,9349,7,157,46.05901468344884,31.6142476694628,10.4864366025292,1328.1908602186334,0.0015154140336172922,0.0008897781372070312,0.0007555484771728516,0.015870094299316406
100.0,5,9370,9,136,46.08279268735835,31.631307173042334,10.486436602519044,1328.1908602178412,0.0013926918544466533,0.0008887052536010742,0.0007545948028564453,0.015405654907226562
177.82794100389228,2,9393,12,113,43.779174745777475,31.62284807690922,10.4864366025292,1203.7787261661515,0.0012852492786589124,0.0008876323699951172,0.0007576942443847656,0.0154876708984375
316.22776601683796,1,9405,13,101,42.71460199880139,31.62284807580079,10.486436602519044,1077.706012668667,0.001233103729429699,0.0008882284164428711,0.0007560253143310547,0.014954566955566406
562.341325190349,0,9459,14,47,41.1187500294242,31.62284807580079,10.486436602519044,1077.7060126690774,0.0010549955897861058,0.0008857250213623047,0.0007534027099609375,0.010269880294799805
1000.0,0,9487,14,19,40.92037271710229,31.62284807580079,10.486436602519044,1053.8622250269598,0.0009243034181140718,0.0008841753005981445,0.000751495361328125,0.00683283805847168
