parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
0.8912509381337456,36,44261,3,406,34.7003555874059,33.88684417866079,2.615472952245295,91.26141571642106,0.0012856981551777524,0.0012028217315673828,0.0007851123809814453,0.0018932819366455078
0.9085175756516868,36,44101,3,566,34.257930173491424,33.552439066277344,2.6154729535736925,91.17465301537908,0.0013230620962516714,0.0012178421020507812,0.0007784366607666016,0.002233266830444336
0.9261187281287935,38,43823,1,844,34.190526210725025,33.38160167708319,3.436097773259499,78.87096231014719,0.0013634883826073726,0.0015101432800292969,0.0007815361022949219,0.0021331310272216797
0.9440608762859234,38,43171,1,1496,33.68596318389996,32.939472179203506,5.558466405056708,77.35639643337828,0.0014414847448555937,0.0015358924865722656,0.0007812976837158203,0.002379179000854492
0.9623506263980885,39,41580,0,3087,33.07525170735979,32.650552099405274,3.2381386750099552,61.17274546318038,0.001490686599500446,0.0015420913696289062,0.0007796287536621094,0.002335071563720703
0.9809947127268773,39,36217,0,8450,33.90128629365552,32.71121000959435,2.9065938250745758,97.2314154328232,0.001500796028502956,0.0015430450439453125,0.0007815361022949219,0.0019621849060058594
1.0,39,0,0,44667,1620.4451578860953,1565.9219140749992,23.89586649787185,3191.6584104802396,0.0015443658708423201,0.0015444755554199219,0.0010521411895751953,0.0018663406372070312
