parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max,time_avg,time_median,time_min,time_max
0,0,56547,12,0,33.3526473461881,33.23172320581145,3.9998730687901594,92.28230142739025,7.656100733087842e-06,7.62939453125e-06,2.384185791015625e-07,3.719329833984375e-05
