parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
1.0,246,19566,532,1614,17.531728133995692,13.637024622405836,0.3277190807764252,116.21840591902577
2.51188643150958,607,20032,171,1148,10.288966154096753,8.305486696430561,0.2780461780439686,114.75822832926845
6.309573444801933,739,21065,39,115,8.779931176045205,7.937475581827977,0.1516453486442857,114.653831788752
15.848931924611142,744,21153,34,27,9.169109173058496,8.16239025872778,0.14818664502202245,114.40011646760045
39.810717055349734,71,21180,707,0,18.54027401160362,15.177204693681587,0.356506058605194,119.76705057235753
100.0,0,21180,778,0,18.629123471963148,15.303017731554927,0.3182510487427562,119.84403735152615
