parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
0.01,803,18719,5,2431,7.938877071009696,6.866616069556398,0.08937468461008563,62.37642960017712
0.015848931924611134,803,18745,5,2405,7.948381910225646,6.87551577153714,0.09516794499907759,62.37409901864849
0.025118864315095794,803,18782,5,2368,7.937209879058266,6.848470482274752,0.05261172968555755,62.363666952940726
0.039810717055349734,803,18864,5,2286,7.894275494937423,6.815046439158491,0.08288740238352915,62.364523254947045
0.06309573444801933,803,18979,5,2171,7.927670095862363,6.818132600844831,0.05180836161576043,62.195050235832
0.1,803,19194,5,1956,8.034257621493358,7.004951262971821,0.05605020105541233,56.993249374786004
0.15848931924611143,803,19516,5,1634,8.176942916535978,7.133035919765794,0.04701306006307291,56.826907114058415
0.25118864315095807,803,19989,5,1161,8.239321284963449,7.335517284830578,0.0405289321337498,56.64907561993917
0.3981071705534973,803,20334,5,816,8.203167847337593,7.2758687007222616,0.10651141040250893,56.703710125638594
0.6309573444801934,803,20730,5,420,8.069953847313569,7.388825604979189,0.11022631274623577,56.70084514676149
1.0,803,20961,5,189,8.208096548339379,7.472578096534601,0.10286978881190294,58.17169674375779
1.584893192461114,803,21036,5,114,8.359657528921758,7.66484819865375,0.13126429821375177,63.084155438971706
2.5118864315095824,803,21113,5,37,8.408078581158275,7.741210731353652,0.1313158543942255,63.084158180786076
3.981071705534973,797,21136,11,14,8.630602186451577,7.758425283335273,0.13151071562540567,94.7180174691855
6.309573444801936,770,21109,38,41,9.715765113036941,7.863118084473038,0.13273750674801446,140.42610978519093
10.0,747,21088,61,62,10.553345138867698,7.99180885055444,0.21915721584030948,144.2022745282641
15.848931924611142,733,21075,75,75,10.581593794473887,8.034487304014949,0.20397079593644776,144.00341761616383
25.11886431509582,688,21045,120,105,11.408071717547811,8.404003314749772,0.2057987051334758,144.04014303973844
39.810717055349734,632,21006,176,144,13.594797418695752,9.129699316114037,0.1653299146398676,208.5452744019703
63.095734448019364,550,20979,258,171,16.422085365211156,10.046621734229394,0.19801357608642356,207.6233244972962
100.0,423,21128,385,22,21.478481917390305,13.45824751275762,0.30900712961176224,207.39102850071222
