parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
0.01,12,21108,796,42,32.00842792763298,23.056544463410084,0.4101119045713059,207.9565381956394
0.015848931924611134,12,21107,796,43,32.010127290594625,23.05654446466432,0.4101119045713059,207.95653806116087
0.025118864315095794,12,21105,796,45,32.01153578236668,23.056544463973342,0.4101119055671655,207.95653805583498
0.039810717055349734,17,21100,791,50,31.90955879273865,22.971435014755052,0.4101119057293752,207.95653805412502
0.06309573444801933,16,21090,792,60,31.917070045326717,22.982199286406342,0.4101118984389036,207.9565380504864
0.1,14,21089,794,61,31.97552759467701,23.03843321747383,0.4101118958286532,207.95653805054903
0.15848931924611143,13,21104,795,46,32.03199183371662,23.082219006203495,0.41011036577247784,207.95653804833924
0.25118864315095807,15,21100,793,50,32.031523588286376,23.082218960350644,0.41011038151168977,207.95653804810868
0.3981071705534973,16,21094,792,56,32.08283944229604,23.170323043535696,0.41010953848683124,207.98453299612294
0.6309573444801934,37,21047,771,103,31.636087578827354,22.848875444557837,0.1452877684338176,207.9845313510773
1.0,91,21007,717,143,30.50406211792544,20.923477477042127,0.41009291471383785,207.98453170860427
1.584893192461114,171,20997,637,153,28.57496720428983,18.409244806344994,0.41009029327935437,207.98453424408268
2.5118864315095824,311,21001,497,149,24.172295591523323,13.282031042800636,0.41106875258554315,208.41323463171676
3.981071705534973,558,21015,250,135,16.560328430338025,8.976395725983448,0.3786625678340678,208.44042500946424
6.309573444801936,745,21112,63,38,10.150799440577035,7.955581880530513,0.13046467889705926,147.19717059082953
10.0,799,21138,9,12,8.577921235803423,7.766757863401329,0.13172375726212515,142.8230975485108
15.848931924611142,808,21145,0,5,8.28959744384243,7.730614232716748,0.13135123752873842,48.988253313872725
25.11886431509582,808,21149,0,1,8.25911760578517,7.7138885287012915,0.13135123799867954,48.98287121135845
39.810717055349734,808,21150,0,0,8.257014161691274,7.722773517826539,0.13135123752873842,48.98287121135845
63.095734448019364,232,21102,576,48,28.200952701304143,18.102145374065124,0.4527544191095214,174.67219626058392
100.0,0,21149,808,1,32.122923135861114,23.120114227722475,0.40979110222092335,207.95653819206217
