parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
0.01,778,18690,34,2456,8.146825071795096,7.114347066089609,0.058898356391193896,61.8463929167914
0.015848931924611134,777,18704,35,2442,8.155509092249881,7.104134565598228,0.11470386634754856,61.88036067364047
0.025118864315095794,778,18729,34,2417,8.15024418836627,7.071689833276588,0.12735448853403908,61.84630215129443
0.039810717055349734,780,18802,32,2344,8.096012076763152,7.044257223197142,0.08041188255189981,61.854164966987405
0.06309573444801933,779,18927,33,2219,8.143587522378539,7.089287279933902,0.033928329726333105,61.839634803796855
0.1,780,19134,32,2012,8.183588995203387,7.201234428533188,0.13162777861950098,61.85943333732015
0.15848931924611143,772,19454,40,1692,8.32810804499808,7.353797920873445,0.04631887632566835,61.85381374330188
0.25118864315095807,766,19895,46,1251,8.500350040049387,7.632607516531586,0.09831375049953966,61.86713479018052
0.3981071705534973,761,20307,51,839,8.593315177738463,7.658406563372351,0.05825978891600056,61.663437496128715
0.6309573444801934,743,20649,69,497,8.58647077124123,7.82515987794298,0.016264698417093888,61.70275540199329
1.0,706,20851,106,295,8.699828027622797,7.961472016412244,0.03269779246217189,54.973695172574566
1.584893192461114,633,20871,179,275,9.154429290357019,8.40723275212425,0.16551792931003823,62.19163739773044
2.5118864315095824,544,20933,268,213,9.744122601203191,8.883221191650676,0.31989467348871603,62.19145296996733
3.981071705534973,462,21017,350,129,10.156984380932329,9.292229253116417,0.3198612875624644,62.206046233485736
6.309573444801936,283,21100,529,46,11.44539903969959,10.209512847707492,0.2108628008334051,54.8795910950986
10.0,100,21130,712,16,12.256012802276734,10.710991306508987,0.0750200350717375,54.88715886312336
15.848931924611142,2,21146,810,0,12.347728261362155,10.8365989130765,0.1870154637035866,54.88687743548825
25.11886431509582,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
39.810717055349734,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
63.095734448019364,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
100.0,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
