parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
0.01,45,20901,767,245,12.326270496428167,10.768269071124433,0.10309886175878986,54.882885437460324
0.015848931924611134,49,20899,763,247,12.292471077661958,10.739845472564063,0.10309886124150906,54.882885440155455
0.025118864315095794,49,20891,763,255,12.29408629735912,10.745062417882476,0.10309886124150906,54.882885440155455
0.039810717055349734,49,20882,763,264,12.29514396124336,10.75111007515245,0.1030988576650638,54.88282798420819
0.06309573444801933,43,20879,769,267,12.322518515226541,10.82369361176729,0.1053468549211508,54.886209062309526
0.1,48,20857,764,289,12.323623925556507,10.852364616632155,0.10534685480065124,54.886209062203726
0.15848931924611143,58,20836,754,310,12.360826497437454,10.833752663069799,0.10534685496368942,54.87562975550869
0.25118864315095807,81,20774,731,372,12.227175804005153,10.749387931281188,0.10534711054593324,54.875337116554824
0.3981071705534973,110,20759,702,387,12.161347922533484,10.667742811304791,0.10579524064501063,54.8750916632161
0.6309573444801934,140,20695,672,451,12.084851721046753,10.664747476844541,0.18668465958050556,54.86707829823304
1.0,215,20732,597,414,11.803959263622136,10.462445502966858,0.1788638861182175,54.848860973738304
1.584893192461114,346,20791,466,355,10.969639181666864,9.522731132647944,0.4441892800650272,54.172060917455696
2.5118864315095824,536,20827,276,319,9.99706359327223,8.397718307468434,0.1115869382723442,53.95915894148149
3.981071705534973,682,21013,130,133,9.079486958309834,7.871497798124805,0.12855004504151754,53.978820130488025
6.309573444801936,770,21114,42,32,8.543248870986476,7.814460011990818,0.2700758463689768,53.40254844659713
10.0,680,21121,132,25,9.044222551224715,8.186307327755967,0.33074658578786714,49.202101359749264
15.848931924611142,50,21127,762,19,12.241271674279819,10.827578674100494,0.16397463110401167,54.88707118432343
25.11886431509582,0,21143,812,3,12.365034540215655,10.842985669104216,0.18701546380405887,54.88707118733682
39.810717055349734,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
63.095734448019364,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
100.0,0,21146,812,0,12.363668650879703,10.848126832175828,0.18701546241541162,54.88707118733682
