31,32,40,41,38,39,36,35,37,34,42,43
0.001461029052734375,0.0014634132385253906
0.001477956771850586,0.0014719963073730469,0.0015630722045898438,0.001474618911743164
0.0015435218811035156,0.0012166500091552734,0.0015544891357421875,0.0011897087097167969,0.0011973381042480469,0.0011816024780273438,0.0015494823455810547,0.0011920928955078125,0.001191854476928711,0.0011909008026123047,0.001560211181640625,0.0012056827545166016
0.0015625953674316406,0.001194000244140625,0.0011949539184570312,0.0012054443359375,0.0015718936920166016,0.001621246337890625,0.0012006759643554688,0.0016112327575683594
0.0015406608581542969,0.0011639595031738281,0.0015380382537841797,0.001537322998046875,0.0015380382537841797,0.0015864372253417969,0.0015277862548828125,0.0015301704406738281,0.001172780990600586,0.0015368461608886719,0.0015423297882080078,0.001539468765258789,0.0015418529510498047,0.0015337467193603516,0.0015382766723632812
0.0011785030364990234,0.0015411376953125,0.0015532970428466797,0.001176595687866211,0.0015435218811035156,0.0011811256408691406
0.0015137195587158203,0.0011572837829589844,0.0015163421630859375,0.0015075206756591797,0.0011434555053710938,0.0011544227600097656,0.0015184879302978516,0.001505136489868164,0.0015211105346679688
0.0011391639709472656,0.0015106201171875,0.0015211105346679688,0.001506805419921875,0.0015034675598144531,0.0015113353729248047
0.0011548995971679688,0.0015234947204589844,0.0015273094177246094,0.0011529922485351562,0.0015232563018798828,0.0015316009521484375,0.00115966796875,0.0012006759643554688,0.0015277862548828125,0.0011587142944335938,0.0011565685272216797,0.0011701583862304688,0.0015308856964111328,0.0015282630920410156
0.0014834403991699219,0.001495361328125,0.0014927387237548828
0.0015764236450195312,0.0012001991271972656
0.0012145042419433594
