parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
0.01,9,21128,804,17,56.2367334041434,40.23236322895179,0.07482263424886507,405.1712792646668
0.015848931924611134,9,21128,804,17,56.23848288042814,40.232363229326495,0.07482263373067227,405.1712792654242
0.025118864315095794,6,21128,807,17,56.34725645212593,40.41524316531883,0.07482263410630337,405.1712792664008
0.039810717055349734,10,21126,803,19,56.22713625744488,40.23236322242158,0.07482263470143577,405.171279266541
0.06309573444801933,10,21125,803,20,56.22975169458237,40.232363229483155,0.07482263436200774,405.1712792647368
0.1,7,21124,806,21,56.34336498315904,40.402632585248966,0.07482263342066336,405.17127926083054
0.15848931924611143,7,21124,806,21,56.34517386820003,40.40263760500565,0.0748226345882931,405.17127926487706
0.25118864315095807,7,21122,806,23,56.34557564782482,40.40263760466303,0.07423791633842244,405.171293000941
0.3981071705534973,10,21121,803,24,56.240877709982726,40.23236334667483,0.08807829683144162,405.1710334511515
0.6309573444801934,28,21101,785,44,55.82372973347683,39.91550015342966,0.08839973549958037,405.17102836417223
1.0,46,21089,767,56,55.10473490871382,39.52880844944839,0.18086072731676367,405.1698900793692
1.584893192461114,103,21051,710,94,52.9617354858307,36.21152431444614,0.28721210984721784,405.2333888125353
2.5118864315095824,186,21051,627,94,49.11866406352845,30.966771173822444,0.1204482078620773,405.27982084535887
3.981071705534973,436,21026,377,119,33.42774063189636,11.206200204591013,0.2865985692082053,359.2729298638519
6.309573444801936,668,21120,145,25,20.537675486345204,8.21296466459116,0.22272149672484773,347.36324229629037
10.0,750,21136,63,9,13.89002422830331,8.032998909899275,0.2600148093069223,312.5389691979361
15.848931924611142,808,21142,5,3,8.445186986804973,7.752045594197261,0.25997748161017314,87.19841623914347
25.11886431509582,810,21143,3,2,8.42100655103815,7.640828640695739,0.25998203113374574,87.19841623795614
39.810717055349734,813,21145,0,0,8.245392709148854,7.668554483979214,0.25970376577442694,49.231218527733006
63.095734448019364,813,21145,0,0,8.245392709148854,7.668554483979214,0.25970376577442694,49.231218527733006
100.0,813,21145,0,0,8.245392709148854,7.668554483979214,0.25970376577442694,49.231218527733006
