parameter,tp,tn,fn,fp,error_avg,error_median,error_min,error_max
0.01,812,18726,1,2419,7.938939631946077,7.163841677875028,0.16002191526349802,61.68746554653683
0.015848931924611134,812,18752,1,2393,7.9337468579343176,7.146683886790589,0.1553855156270816,61.67551661213003
0.025118864315095794,812,18789,1,2356,7.917433785656092,7.096660494471592,0.14088121495889944,61.67520040411216
0.039810717055349734,812,18875,1,2270,7.88721767235601,7.043970832058324,0.11897859340345547,61.677819146752725
0.06309573444801933,812,18995,1,2150,7.921291354163681,7.032429845270497,0.07527005884076157,61.67787501052732
0.1,812,19172,1,1973,7.973041890215322,7.116461474441644,0.04185402056116657,61.68750589617581
0.15848931924611143,812,19488,1,1657,8.023031004529715,7.136553256918911,0.18911037682036752,61.65128279520777
0.25118864315095807,812,19959,1,1186,8.105770141129952,7.320416892222449,0.13031694360601573,61.651641645561334
0.3981071705534973,812,20340,1,805,8.09742892825613,7.218308252305741,0.20501716389224897,61.66666148755245
0.6309573444801934,812,20730,1,415,8.005608236536332,7.341432926914066,0.2241888293405362,61.49420935441064
1.0,812,20968,1,177,8.063090034538066,7.413259504113355,0.21245543575221862,61.57792133522568
1.584893192461114,812,21043,1,102,8.19112971551466,7.527192914007378,0.23023946668695766,61.96514887175377
2.5118864315095824,812,21119,1,26,8.283362008454864,7.66476721619693,0.2596746033538445,63.031619953802526
3.981071705534973,812,21141,1,4,8.291636469296307,7.6703664804533185,0.2597026964297301,63.031619953802526
6.309573444801936,812,21143,1,2,8.28162048050921,7.674286873021314,0.25970376577442694,49.35611695984846
10.0,812,21143,1,2,8.28162048050921,7.674286873021314,0.25970376577442694,49.35611695984846
15.848931924611142,806,21136,7,9,8.735222151976444,7.718711673045751,0.25995310760004886,194.65027747962836
25.11886431509582,781,21112,32,33,10.606825351671777,7.9360150411754145,0.2637737385779201,228.67976692891187
39.810717055349734,753,21084,60,61,13.016699071806993,8.082774554913325,0.22023567666801763,279.82407367166104
63.095734448019364,735,21066,78,79,14.165339204607506,8.356727995083206,0.29146620029238024,248.63518766005856
100.0,687,21031,126,114,16.300806236105913,9.252783129384385,0.15420310057454747,322.57957215557354
